# Yale Bright Star Catalogue 5 - converted by bsc5_converter.py
# RA_deg, Dec_deg, Vmag, BV
210.864583,-41.423333,6.110,-0.110
210.632500,9.686389,6.200,0.900
210.550833,45.753611,6.270,1.320
210.971250,-22.421667,6.300,0.450
210.884583,10.786667,6.300,0.740
210.903333,7.546389,6.260,0.940
210.982500,4.900833,6.240,0.390
211.060833,-5.381389,6.390,1.320
211.112500,-14.971667,6.280,1.080
211.443750,-54.669444,6.170,0.230
212.112917,-74.850278,6.020,0.580
210.748750,50.971944,6.150,0.010
211.604583,-59.715556,6.420,0.120
210.460833,68.678611,6.340,1.400
211.156250,2.297500,6.280,1.020
211.308333,-16.335833,6.560,0.100
211.511667,-41.179722,4.360,-0.190
211.545417,-43.091944,6.200,0.980
211.592917,-26.682500,3.270,1.120
211.670833,-36.370000,2.060,1.010
212.059583,-63.208056,6.400,1.020
211.678333,-9.313333,5.460,0.340
211.097083,64.375833,3.650,-0.050
212.234583,-59.276667,6.340,0.050
212.628750,-70.305556,6.050,1.740
212.216250,-43.471111,6.170,-0.060
212.757917,-69.719722,6.060,0.180
212.395833,-51.504722,6.000,-0.060
212.478333,-53.439167,4.750,0.940
212.252500,-10.334444,6.470,1.000
211.982500,43.854444,5.270,1.590
212.072083,49.458056,5.250,1.650
212.710417,-16.301944,4.910,1.720
212.191667,59.337778,6.460,1.020
214.557500,-81.007778,4.910,0.250
212.599583,25.091667,4.830,0.540
211.735000,74.593611,6.450,0.140
214.228750,-77.663889,6.470,1.420
212.880000,1.362222,6.430,0.480
213.318333,-53.665833,5.560,1.440
213.102083,-24.364167,6.340,1.350
212.812917,32.295556,6.110,1.260
213.416250,-54.625833,6.110,0.050
213.191667,-27.261111,5.080,1.160
213.065833,2.409444,5.010,-0.120
213.305000,-26.612222,6.240,1.080
213.224167,-10.273611,4.190,1.330
213.737500,-57.085833,5.070,-0.080
213.420000,-0.845556,5.910,0.470
213.677500,-41.837500,5.610,0.930
213.838333,-53.509722,6.390,1.570
214.160833,-66.587778,5.750,-0.060
212.212083,77.547500,4.820,1.360
213.588750,-5.947500,6.360,0.600
213.521667,12.959444,5.540,0.540
213.755417,-29.281944,6.080,0.000
213.911667,-45.000833,6.310,0.600
214.142500,-59.913889,6.390,2.040
216.097083,-82.848611,6.420,0.020
213.365417,51.787778,6.690,0.390
213.370833,51.790278,4.540,0.200
213.711667,10.100556,5.290,1.000
213.720833,3.336111,6.450,1.600
213.850417,-18.200833,5.430,-0.030
213.670833,21.873333,6.390,0.180
213.016667,69.432500,5.240,1.580
213.597917,41.518889,6.240,1.040
215.594583,-80.108889,5.060,-0.100
214.076250,-33.241389,6.550,0.300
214.003750,-6.000556,4.080,0.520
216.728750,-83.667778,4.320,1.310
213.915417,19.182500,-0.040,1.230
214.089583,-6.621944,6.440,0.280
214.125417,-3.196389,6.150,-0.010
214.017500,18.911944,5.980,0.260
214.265833,-18.585278,6.220,0.980
213.820417,52.535833,6.580,0.100
214.136667,20.121389,6.250,0.490
214.100833,39.744722,6.380,0.360
214.599167,-33.220556,6.540,0.270
214.964583,-61.273056,5.230,0.290
214.041250,51.367222,4.750,0.200
214.095833,46.088333,4.180,0.080
214.368333,15.263333,5.800,1.710
214.502500,-7.542500,6.470,0.730
214.850833,-46.057778,3.550,-0.180
214.659583,-18.716111,5.900,0.000
214.753333,-25.815556,5.870,0.500
214.849583,-37.003611,5.940,0.080
215.081250,-56.386667,4.330,0.120
214.777500,-13.371111,4.520,0.130
214.337917,51.307222,6.200,0.040
214.499167,35.509444,4.810,1.060
215.040417,-43.058889,5.560,0.920
214.455000,48.001667,6.320,0.440
215.177083,-45.187222,4.770,0.310
214.817917,13.004167,5.410,0.380
214.885417,-2.265556,5.140,1.020
215.139167,-37.885278,4.050,-0.030
214.920417,0.384167,6.190,0.200
214.732083,38.767500,6.860,1.060
214.938333,16.306944,4.860,1.230
215.654167,-58.459444,4.920,0.860
214.732500,54.864167,6.530,0.000
214.948750,38.793889,6.330,0.050
215.036250,30.429167,6.440,0.150
215.661250,-48.320278,6.090,-0.130
215.582083,-34.786944,5.560,-0.090
215.834583,-50.772222,6.020,1.360
215.759167,-39.512222,4.420,-0.180
216.276250,-68.195278,5.610,0.490
215.951667,-53.176667,6.000,1.100
215.774167,-27.753889,4.770,1.310
216.414583,-66.173333,6.360,0.130
215.856667,-11.714167,6.210,0.990
215.813750,1.241667,6.270,0.630
215.844167,8.445000,6.860,0.430
215.844583,8.446667,5.120,-0.020
215.778333,25.338056,6.220,0.370
216.003750,8.243611,5.950,0.060
217.403333,-76.729167,6.070,1.180
216.202500,-24.806389,5.320,0.960
216.779583,-65.821667,5.850,1.500
216.047083,5.820000,5.100,0.120
216.170417,-11.669722,6.490,0.420
216.076250,8.085000,6.190,1.200
216.534167,-45.221389,4.560,-0.150
216.545000,-45.379444,4.350,0.430
216.374167,-19.969722,6.610,0.140
216.555833,-42.319167,6.320,1.190
216.448750,-26.852500,6.480,0.940
216.707917,-39.873889,6.350,-0.080
216.800833,-46.134444,5.830,0.310
216.371667,38.393056,6.270,1.230
217.181250,-59.197778,6.450,0.140
216.299167,51.850833,4.050,0.500
216.614167,19.226944,5.390,0.230
216.851667,-6.120278,6.170,0.090
217.043333,-29.491667,4.970,-0.070
217.818750,-67.717222,5.830,1.000
217.050417,-2.228056,4.810,0.700
217.173750,-6.900556,5.420,1.490
216.863750,41.025000,6.630,0.370
217.535833,-45.321667,5.500,-0.080
217.587083,-49.519167,5.370,0.050
217.131250,28.289167,7.620,-0.010
217.138750,28.290833,7.120,-0.030
217.068333,36.196944,6.100,0.000
217.735417,-40.845000,6.390,1.440
217.460417,0.828889,5.940,0.160
217.795000,-38.869722,5.970,1.060
217.157500,49.844722,5.590,0.850
218.137083,-56.887778,6.930,0.910
217.457083,31.791111,6.060,-0.030
217.403333,41.795833,6.350,0.700
217.689167,4.772222,6.020,1.420
218.153750,-50.456944,4.420,-0.190
218.385000,-54.998333,5.870,0.480
218.374583,-52.680000,5.870,1.090
218.290000,-30.714167,6.090,1.030
217.957500,30.371389,3.580,1.300
216.881250,75.696111,4.250,1.440
218.533333,-42.099722,6.600,0.060
218.821667,-60.015833,6.400,1.260
218.084167,26.677222,6.010,0.220
218.135417,22.260000,5.920,0.350
218.019583,38.308333,3.030,0.190
217.692083,63.185556,6.090,0.410
217.928333,60.225556,6.270,0.240
218.711250,-20.439167,6.500,0.140
218.881250,-41.517222,5.870,-0.080
218.876667,-42.157778,2.310,-0.190
218.334583,36.959444,6.430,0.000
218.128750,55.397778,5.760,1.500
219.442917,-67.932222,6.040,0.500
219.079167,-46.245278,5.550,1.480
218.548750,32.534444,6.330,0.400
219.100833,-39.597222,6.130,1.050
218.670000,29.745000,4.460,0.360
218.660417,36.625833,6.030,1.380
219.184167,-40.211667,5.740,-0.120
219.333750,-46.133889,5.410,1.010
218.566250,57.065278,6.480,0.490
218.665000,49.368333,5.740,1.560
219.471667,-49.425833,4.050,-0.150
219.028750,23.250278,6.380,1.060
219.249167,-12.305278,6.200,0.460
219.581667,-38.794167,6.020,1.430
219.795833,-46.584167,6.070,0.510
219.852917,-49.055556,6.390,0.440
219.899583,-60.835278,-0.010,0.710
219.900417,-60.835556,1.330,0.880
220.136667,-56.440833,6.300,1.180
219.558333,18.298333,5.910,1.100
220.626667,-64.975278,3.190,0.240
219.552083,43.641944,5.700,1.480
220.482083,-58.616111,6.220,0.450
220.255833,-36.135000,5.670,-0.080
219.563333,54.023333,5.850,-0.010
219.709167,44.404444,5.390,0.000
220.482500,-47.388333,2.300,-0.200
221.965000,-79.044722,3.830,1.430
220.490000,-37.793611,4.000,-0.170
220.091250,21.975556,6.100,0.400
220.176667,13.534167,5.910,0.210
220.462917,-30.933333,6.370,-0.090
220.181667,16.418333,4.940,-0.030
220.182917,16.417778,5.880,0.240
220.287083,13.728333,4.830,0.000
220.287083,13.728333,4.430,0.050
218.409583,79.660278,6.260,1.300
220.411667,8.161667,4.860,1.000
220.431250,11.660556,5.560,0.940
221.322083,-62.875833,5.360,0.290
220.475833,21.123611,6.380,0.000
220.806667,-24.997500,5.730,-0.010
220.914167,-35.173611,4.050,1.350
221.231250,-58.477778,6.110,1.020
220.765000,-5.658333,3.880,0.380
221.295417,-55.601944,6.100,-0.060
221.246667,-35.191944,4.920,0.010
220.855833,26.527778,4.810,1.660
232.079583,-88.133056,6.480,0.300
220.513333,61.261944,6.250,0.410
220.935000,40.459167,5.730,1.390
221.621250,-47.441111,5.740,0.070
221.755417,-52.383611,5.210,0.980
221.298750,-1.417778,6.070,1.610
221.500417,-25.443056,4.940,0.350
221.801250,-52.205556,6.070,0.090
221.528333,-23.153056,5.810,0.980
222.185000,-66.593889,5.910,-0.070
221.375833,0.717222,5.690,-0.030
221.310417,16.964444,4.600,0.980
221.490833,-15.459722,6.330,1.190
221.545417,-21.176111,6.400,0.580
221.246667,27.075000,5.120,0.000
221.246667,27.074167,2.700,0.970
221.336250,18.884722,6.130,0.830
221.771250,-38.290833,5.940,1.330
221.883750,-43.557500,6.300,1.080
221.307083,32.788333,6.280,1.580
221.562083,1.892778,3.720,-0.010
221.525000,15.131944,5.630,1.570
221.807083,-21.324722,6.060,1.650
221.843750,-25.624444,5.630,0.000
222.278750,-56.667778,6.230,1.130
221.936667,-26.087500,5.240,0.940
221.989583,-26.646389,5.770,-0.020
221.978750,-12.839722,6.350,1.100
222.158750,-36.634722,6.040,1.540
223.307083,-73.190000,5.600,0.820
222.327917,-24.251667,5.680,1.300
222.225417,-0.847778,6.140,-0.040
222.329583,-14.148889,5.310,0.070
222.097083,24.366667,6.140,0.480
225.461667,-83.227778,5.650,0.950
222.572083,-27.960278,4.410,1.400
223.145833,-63.810000,5.870,0.720
222.910000,-43.575556,4.320,-0.150
222.277917,37.811111,6.160,0.360
222.671667,-15.997222,5.150,0.410
222.719583,-16.041667,2.750,0.150
222.493333,28.615833,5.800,0.050
222.327917,46.116111,5.740,0.480
222.565833,23.911944,5.850,0.560
222.754167,-2.299167,4.940,0.980
222.750417,-0.257222,6.180,1.400
222.384583,51.374722,6.510,0.400
222.422083,48.720556,5.690,0.470
223.676667,-65.991389,6.090,-0.060
224.470417,-76.662778,5.340,1.450
222.623333,37.271944,5.480,1.020
223.137917,-30.576944,6.290,0.600
223.212917,-37.803333,5.030,-0.160
222.847083,19.101111,4.550,0.760
226.194583,-83.038333,5.650,1.300
223.894167,-60.114167,5.200,1.160
225.049167,-77.160278,5.930,1.050
223.583750,-24.642222,5.300,1.320
223.658333,-33.300556,5.820,1.420
223.347083,15.704444,6.400,0.570
224.183333,-62.780833,5.110,0.000
222.860000,59.293889,5.460,1.360
223.348750,19.152778,6.010,0.830
223.595417,-11.898333,5.800,0.970
224.983333,-75.032500,6.200,-0.040
224.072083,-52.809722,5.380,0.130
227.784583,-84.787500,5.910,-0.060
223.936250,-33.855833,5.320,0.040
224.133333,-47.879167,5.640,-0.040
224.255833,-51.446944,6.640,1.700
224.149167,-39.416111,6.360,0.060
224.128750,-32.636667,6.060,1.410
222.676250,74.155556,2.080,1.470
224.192083,-11.409722,5.460,1.490
224.306667,-29.157778,6.290,-0.040
224.536667,-48.863056,6.350,0.710
224.055000,14.446389,5.770,-0.060
224.366667,-21.415556,5.740,1.110
223.994583,32.300278,6.120,0.100
224.295833,-4.346389,4.490,0.320
224.632917,-43.133889,2.680,-0.220
224.653333,-39.906667,6.150,1.230
224.388750,-0.167500,5.530,1.130
224.265000,21.555278,6.490,-0.010
224.298750,16.388333,5.710,0.940
224.790417,-42.104167,3.130,-0.200
224.663333,-27.657222,5.650,0.240
224.555833,-11.155000,6.600,0.010
224.807917,-37.881389,6.470,-0.080
224.862917,-43.160000,6.100,0.600
224.095833,49.628611,5.630,0.500
224.723333,-11.144167,5.870,1.260
224.720000,-4.989167,6.090,0.500
224.846250,4.567778,5.930,1.600
225.304167,-38.058333,5.890,1.240
225.243333,-8.518889,4.920,0.000
225.492083,-34.358889,6.220,0.240
224.903750,39.265278,5.640,0.310
224.395833,65.932500,4.600,1.590
225.332500,-2.755000,5.520,1.680
225.526667,-28.060556,5.850,0.160
225.218333,22.045556,6.380,0.000
226.200833,-64.031667,5.170,0.930
225.453750,-0.140556,5.710,1.520
225.747083,-32.643333,5.440,-0.120
222.585000,82.511944,5.640,0.680
225.161250,47.277778,6.370,-0.140
226.786250,-71.905278,6.520,1.590
225.687083,-3.031389,6.610,0.200
225.527083,25.008056,4.810,1.500
225.725000,2.091389,4.400,1.040
225.486667,40.390556,3.500,0.970
226.017500,-25.281944,3.290,1.700
226.178750,-40.861389,6.410,1.460
226.280000,-47.051111,4.720,-0.140
226.280000,-47.051111,4.820,0.000
226.329583,-41.067222,5.150,1.010
225.362917,60.204444,5.930,0.090
225.775417,35.205833,5.510,1.020
226.026667,5.492500,6.500,0.310
226.986667,-65.275556,6.170,1.470
225.777500,44.644444,6.650,0.460
225.902083,34.566111,6.590,1.020
226.448750,-25.789722,6.670,-0.010
226.557917,-36.264167,6.270,1.650
226.111250,26.947500,4.540,1.240
226.857917,-49.088333,5.770,0.920
225.947500,47.654444,4.760,0.650
226.638750,-30.918889,5.960,-0.080
226.612917,-22.031944,6.170,1.050
227.374583,-67.084167,5.760,0.690
226.656667,-16.256944,5.200,1.580
227.356250,-63.642778,6.280,0.060
227.050417,-40.583889,5.790,-0.140
227.162917,-42.867778,5.850,-0.110
227.210833,-45.279722,4.050,-0.180
226.357500,48.151111,5.570,0.000
228.140833,-72.770278,6.010,0.000
225.990833,65.919722,6.130,0.000
226.646250,36.455556,6.350,0.520
226.917917,5.498056,6.160,0.940
227.685833,-61.422500,6.300,0.630
226.835000,18.441667,6.020,0.060
226.825417,24.869167,4.930,0.430
226.569583,54.556389,5.250,0.960
227.531250,-38.792500,5.980,0.000
227.816667,-55.346111,5.540,1.140
227.099167,26.301111,5.670,1.240
227.222500,13.235000,6.100,0.960
227.147917,25.108611,5.810,1.240
227.577500,-26.332778,5.760,1.050
227.895417,-45.277500,6.440,1.040
227.882917,-45.279444,7.390,1.080
228.579583,-70.079444,5.810,3.380
228.254167,-61.743889,6.320,1.900
227.983750,-48.737778,3.870,-0.050
227.990000,-48.743611,5.690,0.140
227.081250,50.055000,6.390,1.030
228.071250,-52.099167,3.410,0.920
228.130417,-48.218611,6.330,1.120
228.206250,-44.500556,4.820,-0.170
228.055417,-19.791667,4.540,-0.080
228.280833,-36.091389,6.100,-0.080
228.017917,18.975833,5.890,1.530
228.322917,-24.008333,6.470,-0.040
228.330000,-19.647500,6.080,0.120
228.369583,-25.309167,6.450,0.700
228.472083,-26.193611,5.840,1.140
228.181250,19.285833,6.680,0.680
228.655417,-31.519167,4.910,0.370
229.151667,-60.903889,5.730,-0.080
228.640417,-17.768611,6.170,-0.050
228.974167,-48.074167,5.950,0.210
229.236250,-60.957500,5.090,-0.060
228.382917,22.983333,6.300,0.060
229.412083,-63.610556,4.860,1.250
229.016667,-41.491111,5.160,0.580
229.043750,-43.484722,6.040,-0.140
228.711250,-5.502778,6.280,1.470
229.378333,-58.801111,4.070,0.090
229.727500,-68.679444,2.890,0.000
227.683750,67.781389,6.170,0.000
228.398333,38.264722,6.200,1.200
228.525417,31.788056,5.990,1.520
228.797500,4.939444,5.330,1.090
228.621667,29.164167,5.260,0.030
228.542917,42.171389,6.130,1.660
229.095833,-22.399444,5.500,1.380
228.954583,0.372222,5.630,0.180
229.703750,-60.496389,5.460,-0.100
228.875833,33.314722,3.470,0.950
229.539167,-41.060833,6.280,0.180
229.633333,-47.875000,4.270,-0.080
230.169583,-67.481389,6.280,-0.090
229.251667,-9.383056,2.610,-0.110
229.457917,-30.148889,4.340,1.100
229.735000,-40.788333,5.590,-0.100
229.672083,-31.209444,6.180,1.230
229.881667,-37.096667,6.200,0.960
229.609167,-0.461389,5.890,1.510
228.659583,67.346667,5.130,0.530
229.602083,20.572778,5.700,0.970
228.716250,68.945278,6.510,0.000
229.828333,1.765278,5.060,0.540
230.342917,-40.647500,3.220,-0.220
230.397083,-40.749722,6.200,0.070
230.375417,-38.219167,6.480,-0.060
230.534583,-47.927778,5.000,0.500
230.450833,-48.317778,5.650,0.650
230.793333,-60.656944,5.670,0.480
230.223750,-18.158611,6.170,1.020
229.875833,32.515278,6.320,0.240
230.255833,-15.548333,6.300,0.410
230.844583,-59.320833,4.510,0.190
230.451667,-36.261389,3.560,1.540
230.196250,-2.413333,6.350,1.060
230.281667,-5.824722,5.540,1.040
230.670417,-44.689444,3.370,-0.180
230.035417,29.616111,5.510,1.020
230.258333,0.715278,5.350,1.190
230.278750,24.957778,6.390,1.230
230.789167,-36.858611,4.540,-0.150
231.561250,-68.309167,5.890,1.020
229.274583,71.823889,5.020,1.370
230.021667,51.958611,5.660,0.110
230.173333,44.434167,6.190,0.390
230.596667,12.567500,6.280,-0.020
230.452500,32.933889,5.370,-0.070
231.187083,-39.710278,5.370,-0.110
230.967500,-12.369444,5.720,1.040
230.932083,-1.022500,6.120,0.250
231.277500,-38.169444,7.030,0.090
231.049583,-10.322222,4.940,0.440
231.334167,-38.733611,4.600,0.000
231.887917,-64.531389,5.710,1.640
230.655833,39.581389,5.500,1.590
230.801250,30.287778,5.580,0.580
230.801250,30.287778,6.080,0.000
235.820000,-84.465278,5.570,0.110
232.878333,-73.389444,5.490,-0.120
230.655417,62.047222,5.980,-0.030
231.021250,45.271111,6.010,1.200
231.122500,37.377222,4.310,0.310
231.128750,37.347778,6.500,0.590
230.182083,71.833889,3.050,0.050
231.825833,-36.767778,5.450,-0.150
230.660000,63.341389,5.790,1.270
232.113333,-51.597500,6.100,1.090
231.447500,15.428056,5.170,1.660
231.472083,19.480833,6.270,0.600
231.572500,34.335833,5.460,1.400
232.351250,-46.732778,5.240,1.740
232.064167,-16.716389,5.640,1.550
231.232500,58.966111,3.290,1.160
231.912083,25.101667,6.020,1.620
232.159167,1.842222,5.170,0.230
231.957083,29.105833,3.680,0.280
231.635417,54.020000,6.450,0.050
232.651250,-20.728333,6.220,0.170
232.668333,-16.609444,5.820,1.060
233.018333,-38.623056,6.250,0.200
232.185417,47.201389,6.150,0.100
232.959583,-32.881111,6.460,0.090
231.920000,62.275556,6.500,0.140
231.964167,60.670278,5.900,1.440
232.930833,-20.164722,6.220,0.220
234.826250,-77.918056,6.180,1.200
232.730833,8.579167,6.570,0.370
232.236667,55.195000,6.430,0.080
232.594583,31.286111,6.460,0.190
232.616250,36.804167,6.370,0.000
233.152917,-19.670556,5.520,0.180
232.732500,40.833056,5.020,1.590
233.230000,-16.852778,5.500,-0.140
233.287917,-24.489444,7.000,0.270
234.072500,-65.613333,6.510,0.350
233.506667,-40.066111,5.820,1.680
232.338333,62.099722,6.380,0.000
232.843333,36.616389,6.380,0.500
233.040417,16.056111,6.220,-0.050
234.180000,-66.316944,4.110,1.170
233.241250,-1.186389,5.510,1.090
233.587083,-39.349444,6.360,-0.030
232.945833,40.899444,5.020,0.070
233.655417,-28.046944,5.150,1.300
233.785417,-41.166944,2.780,-0.200
233.544583,-10.064444,4.620,1.010
233.232500,31.359167,4.140,-0.130
233.586667,-5.695000,6.510,0.580
233.610833,-9.183333,5.170,-0.090
233.971667,-44.958611,4.540,-0.180
235.088333,-73.446667,5.650,-0.040
233.470000,17.137778,6.450,0.000
234.050417,-44.396944,5.430,1.500
232.732083,64.208611,5.790,0.960
235.477500,-76.081944,5.950,-0.040
233.881667,-14.789444,3.910,1.010
233.700417,10.537500,3.800,0.260
233.700417,10.539167,3.800,0.260
234.047500,-33.092778,6.240,0.000
233.769167,1.668889,6.560,0.280
235.047917,-70.227778,6.440,0.080
233.672083,26.714722,2.230,-0.020
234.256250,-28.135000,3.580,1.380
233.888333,17.655556,6.120,0.940
233.972500,11.265556,6.070,1.090
234.513333,-42.567500,4.330,1.420
234.706250,-52.372778,5.440,0.000
234.140417,-0.561667,6.510,0.720
233.812500,39.010000,5.110,1.640
234.368750,-26.280000,6.190,0.010
234.123333,10.010000,5.260,0.950
234.985417,-59.908333,5.950,0.480
234.122083,16.118889,5.930,0.290
234.636250,-39.160833,6.570,-0.070
234.450417,-23.141667,5.780,1.100
234.676250,-39.128056,6.040,0.210
233.955417,38.373889,6.420,0.000
234.565417,-28.206667,6.320,1.170
234.567917,-21.016111,5.840,1.080
233.817917,53.921944,5.970,1.180
234.664167,-29.777778,3.660,-0.170
234.222500,29.991111,6.520,0.000
234.727083,-19.301944,5.380,0.860
234.666667,-8.794444,6.500,0.530
234.667083,-8.791111,6.480,0.520
234.017083,52.069722,6.740,0.320
233.987917,54.630556,5.740,0.000
234.838750,-23.150278,6.340,0.020
234.941667,-34.411944,4.670,0.990
235.242917,-47.735556,6.230,1.630
235.064167,-31.213611,6.340,1.430
234.456667,40.353333,5.240,0.880
235.070417,-23.818056,4.960,1.330
235.297083,-44.661111,4.640,0.400
232.853750,77.349444,4.960,1.580
234.703750,34.675000,6.110,1.020
234.383333,54.508889,5.870,1.070
232.295833,80.448611,6.580,0.670
234.567500,46.797778,5.750,0.360
235.043333,12.053056,6.250,0.940
235.655000,-49.489444,6.040,1.310
234.842500,36.636667,6.000,0.000
234.844583,36.635833,5.070,-0.120
234.642917,50.423333,5.840,0.830
235.979583,-60.287222,6.480,1.050
235.659583,-37.425000,5.240,0.980
235.486667,-19.678889,4.740,1.570
235.670833,-34.710556,4.750,-0.140
235.246667,16.024722,6.010,0.900
234.789583,57.924444,6.450,1.090
235.387917,19.670278,4.520,0.040
235.447500,12.847500,5.330,0.040
234.412917,69.283333,5.620,1.350
235.477917,18.463889,5.810,0.200
236.094167,-41.819444,5.940,0.000
235.853750,-15.043333,6.310,1.160
236.018333,-15.672778,5.410,0.230
235.685833,26.295556,3.840,0.000
235.794167,13.667778,6.480,0.860
236.973333,-65.442500,6.180,0.220
236.973750,-65.442500,6.390,0.240
236.007500,2.515000,5.880,0.680
236.067083,6.425556,2.650,1.170
235.997083,32.515833,5.560,1.060
236.553333,-28.061667,6.510,0.320
235.711250,52.360833,5.510,-0.070
236.175417,17.264167,6.140,0.000
236.347917,5.446944,5.580,0.040
236.684167,-34.682500,5.610,-0.110
236.415417,0.891389,6.330,1.190
236.855833,-40.194167,6.420,0.880
236.523333,-1.804444,5.400,-0.030
