# Yale Bright Star Catalogue 5 - converted by bsc5_converter.py
# RA_deg, Dec_deg, Vmag, BV
176.829583,-57.696389,5.410,1.670
176.996250,20.218889,4.530,0.550
176.978750,8.245833,5.320,0.020
177.097917,-10.313333,6.260,0.580
177.059583,-66.814722,4.720,1.540
177.161250,14.284167,5.880,0.290
177.187917,-26.749722,5.110,1.600
177.255000,-0.318611,6.150,0.520
177.265000,14.571944,2.140,0.090
177.312083,16.242778,6.040,0.270
177.423750,34.931667,5.700,0.460
177.421250,-63.788333,4.320,-0.150
177.485833,-70.225833,4.970,1.400
177.581250,-15.863889,6.130,0.950
177.673750,1.764722,3.610,0.550
177.613333,-62.649444,5.700,0.260
177.654583,-27.277778,6.480,0.980
177.730417,12.278889,6.350,0.270
177.759167,-5.333333,5.640,1.060
177.789167,33.375000,6.270,0.320
177.786250,-45.173611,4.460,1.300
177.841250,-12.187778,6.350,0.400
177.923333,-30.835000,5.850,0.560
177.963333,-65.206111,4.900,-0.110
178.245000,37.718611,6.450,0.750
178.042083,-56.987778,5.570,0.070
178.227500,-33.908056,4.280,-0.100
178.361667,-35.066667,6.170,0.080
178.457500,53.694722,2.440,0.000
178.459583,0.551944,6.300,0.200
178.547917,-57.410000,6.060,0.050
178.607500,-37.748889,6.460,0.520
178.677083,-25.713889,5.300,0.880
178.762917,8.443889,5.580,0.940
178.773750,46.476944,6.540,0.100
178.796667,46.469722,7.030,0.010
178.808750,36.756389,6.490,1.580
178.749167,-63.278889,5.910,0.190
178.918750,15.646667,5.530,0.110
178.917083,-28.476944,5.930,1.500
178.993333,56.598611,5.840,1.100
179.003750,-17.150833,5.180,-0.020
178.977917,-39.689167,6.130,1.020
179.221667,61.549167,6.220,0.960
179.182917,-47.072500,6.260,0.400
179.265417,-33.315278,6.210,-0.040
179.310833,40.343611,6.620,0.460
179.417083,-62.448889,5.570,-0.150
179.530000,32.273889,6.420,0.290
179.585833,61.464722,6.760,0.000
179.563333,-56.317222,5.440,-0.080
179.584583,-40.947222,6.790,0.970
179.698750,-64.339167,5.610,0.180
179.726667,-25.908889,6.430,0.030
179.764167,0.530556,6.170,1.260
179.823333,33.167500,5.960,1.150
179.795417,-51.696667,6.050,1.280
179.905417,-78.221944,4.910,-0.060
179.988333,34.035000,6.500,0.220
179.987083,3.655278,5.370,0.000
180.077500,80.853056,6.170,1.610
180.185417,-10.446111,5.550,0.770
180.177083,-21.837222,6.280,1.220
180.218333,6.614167,4.660,0.130
180.213333,-19.658889,5.260,-0.200
180.257500,-1.768056,6.310,1.210
180.370833,-57.503611,6.160,0.000
180.414583,36.041944,5.590,1.010
180.528333,43.045556,5.210,0.260
180.583750,-85.631667,6.050,1.290
180.619167,-71.488889,6.420,1.170
180.657083,-69.192222,5.890,-0.080
180.715000,-7.683611,6.220,1.490
180.756250,-63.312778,4.330,0.270
180.915000,-42.434167,5.150,0.410
180.934583,-74.213889,6.440,1.230
181.069167,21.459167,5.870,0.220
181.080000,-63.165556,4.720,-0.080
181.161250,-68.329167,5.350,-0.010
181.193750,-76.519167,5.040,1.490
181.117083,85.587222,6.270,0.590
181.237917,-60.969167,5.960,1.670
181.302083,8.733056,4.120,0.980
181.312917,76.905833,5.800,1.010
181.415417,62.933056,6.130,1.170
181.471667,-65.547222,6.330,0.220
181.486250,-35.693889,6.230,-0.080
181.499167,-3.131667,6.370,1.000
181.582500,-68.650833,6.230,1.240
181.596250,-65.709167,6.060,0.650
181.720417,-64.613611,4.150,0.340
181.957500,-75.366944,5.180,1.300
182.021667,-50.661389,4.470,-0.150
182.020000,-50.763333,6.370,-0.050
182.061250,-48.692778,5.340,-0.010
182.089583,-50.722500,2.600,-0.120
182.102500,-60.847222,6.220,1.740
182.103333,-24.728889,4.020,0.320
182.224167,-44.326111,5.750,0.240
182.227083,-41.231389,5.480,-0.070
182.422083,1.897778,5.950,1.120
182.447083,74.661389,6.350,0.500
182.510417,-34.705000,6.170,0.030
182.514167,5.806944,5.720,0.350
182.531250,-22.619722,3.000,1.330
182.640833,-37.870278,6.060,0.200
182.631667,16.809167,6.390,0.060
182.692083,27.281389,6.010,0.110
182.770417,-61.277500,6.080,0.390
182.766250,-23.602500,5.460,0.060
182.762083,-45.422778,6.610,1.080
182.880833,-51.359444,6.230,0.820
182.912917,-52.368611,3.960,-0.150
182.750000,81.710000,6.000,1.620
182.963333,25.870278,5.660,1.410
182.937083,57.054444,6.430,0.000
183.005000,28.536111,6.490,0.360
183.038750,20.541944,5.570,0.950
183.091667,-62.950833,5.920,0.290
183.195000,-70.151944,6.170,0.840
183.049583,77.616389,5.140,0.330
183.304167,-34.125556,6.500,1.660
183.355417,-38.929167,5.760,-0.130
183.482083,-78.573611,6.350,1.240
183.357917,10.262222,5.850,0.270
183.402917,-33.792778,6.330,0.080
183.510833,-45.723889,5.310,1.430
183.570000,-64.408611,6.220,0.120
183.680833,53.434722,6.160,1.040
183.748333,-20.844167,5.830,1.050
183.786250,-58.748889,2.800,-0.230
183.794167,-10.312500,6.110,0.460
183.877083,-41.913056,6.260,1.010
183.785417,70.200000,5.710,1.190
183.856667,57.032500,3.310,0.080
183.945833,-23.353611,6.540,0.450
183.951667,-17.541944,2.590,-0.110
184.000833,14.898889,5.100,0.060
184.097917,-72.614722,6.220,-0.010
183.922500,72.550833,6.290,1.140
184.031667,40.660278,5.660,1.550
184.085417,23.945278,4.950,0.970
184.125417,33.061389,5.000,1.140
184.275000,-65.692778,6.060,0.030
184.263750,-16.693611,6.050,0.100
184.392083,-67.960833,4.110,1.580
184.372917,53.191111,5.810,1.300
184.377083,28.937222,5.700,0.160
184.586250,-79.312222,4.260,-0.120
184.447083,-36.093889,6.150,0.010
184.434583,15.144167,6.340,1.370
184.537917,-3.954444,6.990,0.360
184.540000,-3.948611,6.540,0.330
184.608750,-64.003056,4.040,-0.170
184.631667,30.249167,6.230,0.300
184.667917,-0.787222,5.900,0.170
184.748750,-55.143056,5.000,1.590
184.214167,86.436111,6.330,0.430
184.758750,26.007778,6.480,0.180
184.829583,23.034722,6.270,0.170
183.834583,87.700000,6.280,0.350
184.707917,75.160556,5.380,-0.020
184.873333,28.156944,6.330,0.500
184.976667,-0.666944,3.890,0.020
184.952917,48.984167,5.290,1.660
185.044583,-22.175556,5.970,0.820
185.116667,-65.842778,6.210,-0.040
185.082083,26.619444,5.540,1.090
185.073750,26.001944,6.150,0.300
185.087500,3.312500,4.960,1.160
185.140417,-22.215833,5.210,-0.100
185.179167,17.792778,4.740,1.010
185.172083,27.054722,7.130,0.360
185.232083,-13.565556,5.140,1.050
185.340000,-60.401111,3.590,1.420
185.211667,57.863889,5.550,1.430
185.489583,-56.374722,5.920,1.570
185.530417,-67.521944,5.150,0.190
185.549583,-68.307500,5.740,1.040
185.545000,24.773889,6.190,-0.010
185.705417,-57.676111,5.390,-0.100
185.626250,25.846111,4.810,0.490
185.633333,5.305556,6.400,0.600
186.406250,-86.150556,6.330,1.080
185.807500,-67.631667,6.360,0.890
185.840000,-24.840556,5.680,1.160
185.897500,-35.412778,5.320,-0.080
185.903750,-39.303056,6.400,0.290
185.937083,-38.911111,5.790,-0.080
185.945833,42.542778,6.060,0.330
186.006250,51.562222,4.800,0.870
186.077083,26.098611,5.180,0.080
186.186250,-41.384167,6.250,1.180
186.111250,25.582778,6.420,0.270
186.322083,-65.770556,6.300,0.960
186.285417,-42.514444,6.110,0.650
186.298750,-11.610278,5.950,0.030
186.326667,-27.749167,6.090,1.270
186.340833,-35.186389,5.730,-0.060
186.312917,23.926111,6.030,1.100
186.263333,56.777500,5.810,1.620
186.276667,63.802778,6.320,0.910
186.462083,39.018611,5.020,0.960
186.628750,-63.122500,4.860,-0.120
186.649583,-63.099167,1.330,-0.240
186.652083,-63.099444,1.730,-0.260
186.631667,-51.450833,4.820,-0.140
186.600417,27.268333,4.950,0.270
186.700833,-48.913333,6.260,0.680
186.715417,-32.830000,5.550,0.010
186.852500,-63.789167,6.000,0.070
186.734583,28.268333,4.360,1.130
186.747083,26.825556,5.000,0.080
186.869583,-58.991944,5.500,1.450
186.600833,71.929722,6.240,1.060
186.925417,8.610278,6.370,0.930
186.955833,-16.631944,6.350,0.840
187.010000,-50.230556,3.910,-0.190
187.078750,-64.341389,6.040,0.020
186.896250,55.712778,5.700,1.550
186.965000,-4.615278,6.220,0.440
187.106250,-61.795278,6.220,1.260
187.093750,-39.041389,5.440,-0.080
187.139167,-56.407778,6.150,0.920
187.158750,26.226667,6.540,0.170
187.185833,25.899167,6.650,0.220
187.227917,25.912778,5.290,-0.050
187.362083,24.108889,5.480,0.430
187.474583,-56.524722,5.800,1.560
187.491250,-41.736111,6.020,1.520
187.430000,20.896111,5.690,0.070
187.466250,-16.515556,2.950,-0.050
187.520000,-13.393056,6.350,0.560
187.572917,-23.696667,5.630,1.670
187.488750,58.405833,5.350,0.200
187.512083,51.535556,6.210,0.510
187.517917,58.767500,6.080,0.980
187.791250,-57.113333,1.630,1.590
187.819583,-57.081111,6.420,0.160
187.527917,69.201111,4.950,1.620
187.752500,24.567222,5.460,0.050
187.708750,53.076667,6.210,0.540
187.917917,-59.423889,5.480,0.630
188.041667,-73.001667,5.880,1.110
187.839167,7.604167,6.050,1.520
187.982500,-63.506111,5.950,0.270
187.911250,-5.052500,6.190,1.040
188.116667,-72.133056,3.870,-0.150
188.018750,-32.533611,6.460,0.200
188.017500,-16.196111,4.310,0.380
188.150000,-13.859167,5.740,0.400
188.262083,10.295556,6.260,0.950
188.343333,-19.791944,6.260,0.290
188.392917,-12.830278,5.580,0.860
188.392500,24.283056,6.290,0.110
188.445000,-9.451944,5.480,-0.030
188.496667,-49.909444,6.380,0.460
188.412083,33.247500,5.420,1.000
188.447500,33.384722,6.240,1.050
188.435417,41.357500,4.260,0.590
188.596667,-23.396667,2.650,0.890
188.370833,69.788333,3.870,-0.130
188.676250,-44.673333,5.770,0.700
188.712917,22.629167,4.810,0.000
188.870833,-61.841944,6.220,0.730
188.776250,18.377222,6.560,0.250
188.782500,18.376944,5.020,1.150
188.783750,21.881389,5.850,1.220
188.939583,-41.021944,5.130,0.220
188.683333,70.021944,4.940,1.310
189.005000,-39.870000,5.800,0.010
188.994167,-20.527222,6.200,0.330
189.295833,-69.135556,2.690,-0.200
189.197500,-5.831944,5.870,0.070
189.097083,59.486944,5.500,0.000
189.242917,17.089444,5.680,1.410
189.425833,-48.541111,3.860,0.050
189.425833,-27.138889,5.450,0.320
189.810417,-75.369444,6.490,0.080
189.518333,3.282500,6.330,0.010
189.718750,-67.193056,6.250,0.060
189.593333,1.854722,5.710,1.600
189.625000,6.988333,7.080,1.440
189.685833,-18.250278,6.000,0.290
189.764583,-30.422222,5.890,1.210
189.692917,40.874444,6.370,0.180
189.758750,22.659444,6.380,1.100
189.811667,-7.995556,4.660,1.230
189.981667,-66.511667,6.260,-0.050
189.780417,21.062500,5.460,0.960
189.820417,35.951944,6.450,0.060
189.968750,-39.987500,4.640,-0.080
190.345833,-46.145556,5.840,1.520
190.379167,-48.959722,2.170,-0.010
190.521250,-69.407500,6.330,0.780
190.316667,-13.013611,6.080,0.000
190.317500,-13.015000,5.980,0.420
190.485833,-59.685833,4.930,-0.040
190.393333,10.426389,6.190,0.190
190.415000,-1.449444,3.650,0.360
190.415000,-1.449444,3.680,0.000
190.455000,-19.758611,6.030,0.390
190.471250,10.235556,4.880,0.090
190.487917,6.806667,5.590,0.000
190.709583,-63.058611,5.310,0.270
190.647500,-48.813056,4.660,1.090
190.706667,-55.947222,6.080,-0.030
190.391250,62.713056,6.070,0.010
190.787917,-56.176111,6.000,-0.080
190.867500,-58.903056,6.400,1.090
190.859583,-40.177778,6.440,0.250
190.908750,-1.576944,5.930,0.860
190.994583,-36.349167,6.390,-0.060
191.002083,-28.323889,5.480,1.340
190.767500,61.155556,6.380,1.260
191.257083,-68.831111,6.160,0.690
191.407917,-60.981111,4.690,1.050
191.112917,44.103056,6.330,0.430
191.570417,-68.108056,3.050,-0.180
191.247917,39.278889,5.950,0.550
191.282500,45.440278,4.990,2.540
191.404583,7.673333,5.220,0.330
191.594583,-56.488889,4.650,-0.160
191.593750,9.540000,5.670,0.990
191.691667,-33.315556,5.860,1.340
191.661250,16.577500,5.120,1.350
191.108333,80.621111,6.400,0.120
191.930000,-59.688611,1.250,-0.230
191.759583,5.950833,6.340,-0.050
191.806667,11.958056,6.070,0.120
191.889167,-6.301944,6.260,0.550
191.973750,-24.851667,6.440,-0.060
191.964167,3.572778,6.410,1.600
191.828750,62.780833,5.890,0.000
192.110000,-27.597500,5.660,0.950
192.059583,13.553056,6.560,0.010
192.437083,-71.986389,5.550,1.170
191.893333,66.790278,5.430,1.560
192.195833,24.840278,6.310,0.700
192.225833,14.122500,5.700,0.020
192.174167,48.466944,6.270,0.180
192.164167,60.320000,5.850,0.460
192.550000,-60.400833,6.750,0.350
192.322500,27.552222,5.780,0.030
193.744167,-85.123333,5.460,1.020
192.581667,-48.459722,6.240,0.050
192.741250,-52.787500,5.730,0.130
192.572500,22.863333,6.430,1.000
192.671667,-33.999444,4.910,-0.040
192.544583,37.516944,5.890,0.150
192.824167,-60.329722,5.720,0.380
192.845417,-10.338333,6.410,1.020
192.903750,3.056667,6.020,1.290
192.986667,-39.680833,5.980,-0.100
193.022083,-48.094167,6.330,0.030
192.991250,-26.738056,6.150,0.230
193.102500,-53.829444,6.240,1.130
192.924583,27.540556,4.940,0.670
193.051250,17.073889,6.320,1.590
193.266250,-54.952500,5.930,1.310
193.115000,16.122500,6.300,0.160
193.340833,-60.328611,5.760,0.330
193.278750,-48.943333,4.330,1.370
193.359167,-40.178889,4.270,0.210
193.454583,-60.376944,5.900,0.200
193.296667,-3.553056,6.110,0.500
192.277500,83.418056,5.850,-0.060
192.306667,83.412778,5.280,-0.030
193.324167,21.245000,4.900,0.900
193.591667,-58.430556,6.580,0.760
193.408750,-4.223889,6.440,1.100
193.663333,-59.146667,4.620,-0.150
193.648333,-57.177778,4.030,-0.170
193.653333,-57.168333,5.170,-0.120
193.457083,12.418611,6.250,0.270
193.577917,-11.648611,6.000,0.080
193.588333,-9.538889,4.790,1.600
193.743750,-44.151944,5.890,0.640
193.554583,33.534444,6.260,0.200
193.507083,55.959722,1.770,-0.020
193.830833,-42.915833,5.470,1.680
194.131250,-72.185278,5.930,1.130
193.987500,-56.836111,5.320,0.010
193.735417,47.196667,5.840,1.550
193.900833,3.397500,3.380,1.580
193.972083,-15.326944,6.170,0.000
194.125417,-26.460278,6.620,0.680
194.268333,-51.198611,5.160,-0.060
194.001667,38.314722,5.600,0.340
194.007083,38.318333,2.900,-0.120
193.868750,65.438611,5.240,0.280
194.073333,54.099444,5.820,0.190
194.388333,-22.753889,6.310,1.070
194.282083,46.176944,6.120,1.010
194.730833,17.409444,4.780,1.560
194.914583,-3.811944,5.790,0.180
195.135833,-33.505278,6.020,0.380
195.567500,-71.548889,3.620,1.180
195.068750,30.785000,4.900,1.170
195.149583,-3.368611,5.990,1.120
195.161667,18.373056,6.200,0.420
194.697083,75.472500,6.010,0.990
194.979583,66.597222,5.320,1.290
195.290000,17.123056,5.960,0.960
195.771667,-71.476111,6.030,0.050
195.182500,56.366389,4.930,0.360
195.544167,10.959167,2.830,0.940
195.888333,-49.527222,4.850,0.020
195.445000,63.610278,6.000,0.410
195.942083,-20.583056,5.580,0.560
195.668333,59.716111,6.530,0.050
195.976667,-3.663333,6.590,0.290
196.200417,-41.196667,6.260,1.680
196.378333,-52.115000,6.430,1.700
196.569583,-48.463611,4.710,-0.140
196.646250,-41.588611,5.590,1.050
196.727500,-49.906111,4.270,-0.190
196.435417,35.798889,5.250,-0.080
196.850833,-59.860556,5.990,0.480
196.467917,45.268611,5.630,1.130
196.588333,21.153333,5.990,0.390
196.726250,-35.861944,6.540,-0.020
196.542500,29.029444,6.540,0.050
196.594167,22.616111,5.600,1.590
196.207083,73.025278,6.310,0.000
196.909583,-53.459722,5.710,-0.070
197.029167,-65.306389,5.510,-0.020
196.594583,62.041944,6.140,0.990
196.794583,27.624722,4.800,1.480
196.974167,-10.740278,5.190,1.140
196.973333,27.555833,6.190,1.360
197.135417,-8.984444,5.550,1.180
197.263750,-23.118056,4.950,1.050
197.310000,-9.538333,6.320,1.020
197.301667,10.022222,5.780,1.000
197.438750,-10.329444,5.940,1.490
197.449167,16.848611,5.910,1.450
197.487500,-5.538889,4.380,-0.010
197.411250,37.423056,6.020,1.150
197.743333,-52.566944,6.060,-0.090
197.965000,-69.941944,5.910,0.420
197.425000,38.533889,6.280,-0.120
197.497083,17.529444,5.220,0.450
197.497083,17.529444,5.220,0.000
197.786667,-42.233056,5.790,0.520
197.513333,38.498889,5.910,0.290
197.971250,-63.302778,6.330,0.440
197.846667,-43.368889,5.250,1.050
197.459167,62.229167,6.540,-0.020
198.072500,-59.920833,4.600,-0.080
198.571667,-78.447222,5.850,1.070
198.203750,-66.226944,5.900,0.060
197.913333,-26.551667,6.500,0.190
198.013333,-37.803056,4.850,0.700
198.233333,-59.816667,6.160,0.600
198.014583,-16.198611,5.040,0.460
198.212083,-42.699722,6.220,1.060
197.968333,27.878056,4.260,0.570
198.035000,24.258056,6.330,0.980
198.347917,-50.700000,5.890,-0.020
198.137083,11.556111,5.770,1.510
198.149583,18.751667,6.530,0.880
198.550417,-58.683889,5.890,1.080
198.561667,-59.103333,4.920,0.480
198.361667,-18.826667,6.280,0.090
198.489583,-43.138889,6.160,1.380
198.301667,18.726944,6.110,1.200
198.812083,-67.894444,4.800,-0.080
198.857083,-69.679722,6.370,1.210
198.545417,-19.930833,5.330,0.870
198.679583,-48.956667,5.890,1.060
198.429167,40.152778,4.920,1.060
198.630417,11.331667,5.670,1.500
198.790417,-36.371111,6.190,0.970
199.186667,-65.138333,6.070,0.440
198.995000,-19.943056,5.220,1.030
199.304167,-66.783611,4.870,1.500
198.383333,72.798889,6.590,0.080
198.883333,40.855278,5.790,0.190
199.106250,-1.390556,6.680,0.310
199.221250,-31.506111,5.100,0.960
199.059583,19.051667,6.450,0.980
199.307917,-43.979444,5.840,0.200
198.105833,80.471389,6.250,0.940
199.134583,19.785278,6.450,0.250
199.193750,9.424167,5.220,0.590
199.828750,-72.035556,6.040,1.350
199.315000,13.675556,5.330,1.310
199.374583,-0.676667,6.370,0.260
199.401250,5.469722,4.800,1.670
199.644167,-51.286111,6.190,0.010
199.385417,40.572500,4.730,0.300
199.119167,68.408056,6.200,-0.060
199.601250,-18.311389,4.740,0.710
199.730417,-23.171667,3.000,0.920
199.712917,3.687778,6.620,0.060
199.615833,34.098056,5.820,1.350
199.560417,49.681944,5.150,-0.070
200.145417,-59.773333,6.180,0.430
199.767500,35.128056,6.020,0.240
200.157500,-52.748056,5.480,-0.130
200.201250,-55.800556,6.020,0.290
200.149167,-36.712222,2.750,0.040
200.240417,-46.880556,5.770,1.120
200.719167,-72.146667,6.050,0.090
200.173333,2.941667,6.260,0.100
200.079167,40.150556,5.600,1.200
200.374583,-19.488889,6.210,0.090
200.648750,-60.972222,6.180,0.010
200.657917,-60.988333,4.530,-0.130
200.567500,-52.183056,5.830,0.120
200.423333,2.087222,5.690,0.060
200.719583,-47.943056,6.160,0.180
200.760833,-48.562778,6.380,-0.070
200.540417,5.154722,5.870,0.120
201.002083,-64.535833,4.530,0.850
201.279583,-74.887778,5.050,1.110
200.786250,-33.190000,6.220,1.650
200.754583,-17.735278,5.370,0.990
200.515833,43.903056,6.350,0.240
200.967917,-49.823056,6.480,0.960
200.828750,-4.924444,5.890,1.430
201.307917,-64.485278,5.310,0.400
201.458750,-70.627500,5.670,-0.030
201.138333,-5.163889,5.750,0.420
201.826250,-74.691944,6.630,-0.060
200.975000,37.033889,6.070,1.680
201.127083,12.431944,6.440,1.060
200.981250,54.925278,2.270,0.020
200.985000,54.921667,3.950,0.130
201.298333,-11.161389,0.980,-0.230
201.277917,23.854444,5.780,0.060
201.532500,-39.755278,5.090,1.200
201.547500,-1.192500,5.970,0.190
201.733750,-41.498056,5.690,1.470
201.776250,-49.143889,6.310,0.000
201.306250,54.988056,4.010,0.160
201.836667,-49.380833,6.280,-0.120
201.680000,-12.707778,5.250,1.520
201.811250,-40.163056,6.400,0.980
202.193333,-69.628056,6.200,0.020
201.569167,46.028056,5.880,0.970
201.863333,-15.973611,4.760,1.090
202.281667,-64.675833,6.110,0.110
201.499583,63.261111,6.500,0.740
202.355000,-51.165278,5.060,0.070
202.107500,13.778889,4.980,0.710
201.533750,72.391389,5.790,1.630
201.769167,64.735556,6.660,0.370
201.794583,64.719444,7.040,0.390
201.997917,52.745833,6.340,0.230
202.109167,40.729722,6.470,0.920
202.312083,-1.364444,6.430,1.110
202.048750,50.587222,6.800,0.000
202.428333,-23.281389,4.970,1.600
202.304167,10.818333,5.650,1.050
203.311667,-77.568333,6.480,0.480
202.190417,50.718333,6.430,0.370
205.231250,-85.786111,5.580,0.180
202.112917,59.945833,5.400,-0.010
202.500417,7.178889,6.170,1.470
202.490000,6.013333,6.510,0.960
202.607083,-6.470278,6.090,0.330
202.761250,-39.407500,3.880,1.170
202.888750,-28.112778,6.470,0.100
201.736250,78.643889,5.770,0.770
203.022083,-38.399167,6.160,1.040
203.398750,-65.632500,6.370,-0.020
203.011667,-18.728889,6.010,0.180
202.991250,-6.255833,4.690,1.620
202.815833,42.106111,6.080,1.050
203.149583,-28.692778,5.690,0.040
203.143750,-29.565278,6.450,0.440
203.215417,-15.363056,5.550,1.230
203.242083,-10.165000,5.210,0.960
203.252917,-7.195000,6.680,1.280
203.200417,24.346389,6.110,0.960
203.620417,-48.272222,6.330,-0.050
203.681667,-33.310833,6.440,1.260
203.532917,3.658889,4.940,0.030
203.668750,-13.214444,5.910,0.020
203.673333,-0.595833,3.370,0.110
203.590833,38.789167,6.370,0.210
203.530417,55.348611,5.600,-0.030
203.699167,37.182500,4.980,0.400
203.880417,-5.396111,5.730,0.950
203.613750,49.016111,4.700,0.120
204.300833,-61.691944,5.630,0.500
203.888750,10.204722,6.490,1.030
204.799583,-75.683889,6.340,0.010
203.808750,44.196944,6.840,0.200
204.210417,-34.467778,6.500,1.030
204.275000,-44.143333,5.980,0.940
204.690417,-70.445000,6.100,1.420
204.201667,-26.495000,5.780,0.220
204.348750,-46.428333,5.900,-0.120
204.531667,-58.415000,6.420,1.120
204.246250,24.613333,5.740,1.550
204.704583,-57.623056,6.010,1.140
205.002500,-70.788333,6.590,1.300
204.165833,49.486667,6.490,0.000
204.365000,36.295000,4.820,0.230
204.675000,-29.560833,5.830,0.400
204.532917,14.301667,6.520,0.250
205.045417,-64.576944,5.790,0.390
203.678333,76.546667,6.570,0.000
204.971667,-53.466389,2.300,-0.220
204.429167,50.714722,6.480,1.550
204.998750,-49.950278,6.000,1.500
204.920000,-39.748056,6.270,1.660
204.952500,-40.051944,5.600,1.300
204.759583,18.265278,6.480,1.200
204.894167,10.746111,5.570,0.330
204.295833,71.242222,5.500,1.200
205.504583,-58.787222,5.380,-0.030
205.436250,-54.560000,5.010,-0.050
204.876667,52.921389,5.460,0.100
205.065000,31.011944,6.210,0.960
205.168750,19.955556,5.750,0.010
205.162917,28.065278,6.230,1.280
205.378750,-23.449722,6.590,0.060
205.440417,-33.596944,6.050,1.440
205.096667,50.519444,6.320,0.540
205.259583,22.495833,5.620,1.010
205.403333,-8.703056,5.010,1.630
205.733750,-56.768056,6.000,-0.080
205.727500,-50.790556,6.410,1.670
205.088750,57.207500,6.290,0.100
205.184583,54.681667,4.660,1.640
205.729167,-41.401111,5.980,1.020
205.552917,8.388333,6.160,0.420
205.916667,-42.067500,5.980,-0.080
206.066250,-51.013056,6.470,-0.130
205.765417,3.538056,5.360,1.110
205.620000,41.674167,6.300,0.860
205.680833,34.988889,5.980,0.850
205.374583,64.822500,5.850,0.070
205.976250,-5.498889,6.510,0.050
205.938333,22.700278,6.130,1.420
206.124167,-16.179167,5.600,0.810
206.190417,-25.500833,6.210,1.380
206.403750,-26.116111,5.810,0.020
206.421667,-33.043889,4.230,0.380
205.977917,52.064444,6.020,0.000
206.396250,-15.767500,6.190,0.050
206.794583,-62.590000,6.510,1.980
206.663750,-51.432778,4.650,0.960
206.484583,-12.426667,5.510,0.900
206.735000,-36.251944,5.150,-0.020
206.865000,-50.249444,5.910,0.290
206.910000,-50.321111,5.450,1.360
206.305000,55.879444,6.500,0.470
206.806250,-9.709167,6.050,1.420
206.556250,41.088611,5.870,0.210
206.579167,38.503889,5.940,0.940
206.855833,-17.860000,5.430,1.620
206.680417,25.702222,5.950,0.490
206.737917,6.350556,6.330,0.630
205.663750,78.064444,5.910,1.010
206.815417,17.456667,4.500,0.480
206.749167,38.542778,5.500,1.030
206.648750,54.432778,5.700,-0.080
208.911250,-82.666111,5.950,1.460
207.229583,-35.703889,6.530,0.570
207.376250,-41.687778,3.410,-0.220
206.885000,49.313333,1.860,-0.190
207.361250,-34.450833,4.190,1.500
207.404167,-42.473889,3.040,-0.170
207.947500,-69.401389,5.750,1.730
207.161250,31.190278,5.620,1.010
207.467917,-18.134167,4.970,1.060
207.527083,-29.081389,6.180,-0.030
207.580833,-39.901111,6.440,0.990
207.238333,39.542778,7.400,0.000
207.369167,15.797778,4.070,1.520
207.428333,21.264167,4.910,1.430
207.643750,-19.897222,6.530,0.510
205.596250,82.752500,5.980,1.010
207.437500,36.632778,6.380,0.000
207.602917,5.497222,6.010,0.900
207.946667,-46.899167,5.770,-0.160
208.020000,-52.811667,5.250,-0.090
207.902500,-36.433333,6.350,0.480
207.835000,-24.390833,6.450,0.690
207.956667,-32.994444,4.560,-0.130
207.958750,-32.994722,6.060,-0.040
208.003750,-31.619444,6.120,0.480
207.439583,61.489167,5.960,0.960
207.768750,34.772500,6.650,0.120
207.788333,34.664444,5.870,1.620
207.615417,58.539444,6.460,0.090
208.429583,-53.373611,5.890,0.010
208.703750,-67.652500,5.710,1.490
207.947917,34.444167,4.740,1.660
208.076667,12.165278,6.040,0.040
208.302083,-31.927778,4.730,-0.140
208.386667,-35.664167,5.540,0.440
208.487083,-47.128056,6.100,-0.070
208.467500,-35.314444,6.190,1.020
208.303750,17.932778,5.700,0.840
207.857917,64.723333,4.650,1.580
207.746667,68.315278,6.400,1.170
208.569167,-28.569722,6.040,1.130
208.292917,28.648056,5.900,0.200
208.800833,-52.161111,5.710,-0.080
208.885000,-47.288333,2.550,-0.220
208.675417,-1.503056,5.150,1.080
208.742500,-8.058889,6.190,0.530
209.082500,-54.131944,6.140,0.070
208.671250,18.397778,2.680,0.580
209.137500,-54.704444,6.000,0.780
208.935417,-31.285000,6.510,0.900
208.462500,53.728611,5.700,-0.050
209.081250,-46.592500,5.830,1.140
210.136667,-78.590000,6.090,0.030
209.412083,-63.686667,4.710,1.110
209.630000,-65.800556,6.200,1.050
208.958333,14.056389,6.160,0.500
209.116250,1.050556,5.910,0.200
209.043750,32.032500,6.320,0.370
209.365417,-23.022778,6.140,1.430
209.142500,27.491944,5.010,1.420
209.567917,-42.100833,3.830,-0.210
209.670000,-44.803611,3.870,-0.200
209.629583,-24.972222,5.150,-0.100
209.822083,-50.370000,5.910,0.960
210.072083,-61.481389,6.490,0.330
210.217500,-66.268611,5.970,0.350
209.666250,14.649444,6.000,1.440
209.662083,21.696111,5.760,-0.030
209.383750,61.492778,6.370,0.000
210.000417,-25.010278,5.770,0.480
209.955417,-3.549722,6.400,0.490
210.329167,-40.222222,6.130,1.250
210.430833,-45.603611,4.340,0.600
211.332500,-76.796667,5.500,1.550
210.335000,8.894722,5.990,0.090
210.293750,27.386667,6.230,0.170
210.411667,1.544444,4.260,0.100
210.595000,-27.430000,5.480,1.340
210.859167,-56.213611,5.920,1.220
210.955833,-60.373056,0.610,-0.230
210.757083,-31.683889,6.180,0.480
